date,state_code,state_name,total_positive,total_negative,total_tests,hospitalized_currently,total_deaths,new_positive_cases,new_negative_tests,new_deaths
2020-03-06,AK,Alaska,0.0,8.0,8.0,0.0,0.0,0,0,0
2020-03-07,AK,Alaska,0.0,12.0,12.0,0.0,0.0,0,4,0
2020-03-08,AK,Alaska,0.0,14.0,14.0,0.0,0.0,0,2,0
2020-03-09,AK,Alaska,0.0,23.0,23.0,0.0,0.0,0,9,0
2020-03-10,AK,Alaska,0.0,23.0,23.0,0.0,0.0,0,0,0
2020-03-11,AK,Alaska,0.0,46.0,46.0,0.0,0.0,0,23,0
2020-03-12,AK,Alaska,0.0,46.0,46.0,0.0,0.0,0,0,0
2020-03-13,AK,Alaska,0.0,60.0,60.0,0.0,0.0,0,14,0
2020-03-14,AK,Alaska,0.0,144.0,144.0,0.0,0.0,0,84,0
2020-03-15,AK,Alaska,0.0,144.0,144.0,0.0,0.0,0,0,0
2020-03-16,AK,Alaska,0.0,144.0,144.0,0.0,0.0,0,0,0
2020-03-17,AK,Alaska,3.0,334.0,337.0,0.0,0.0,3,190,0
2020-03-18,AK,Alaska,8.0,404.0,412.0,0.0,0.0,5,70,0
2020-03-19,AK,Alaska,11.0,427.0,438.0,0.0,0.0,3,23,0
2020-03-20,AK,Alaska,14.0,684.0,698.0,0.0,0.0,3,257,0
2020-03-21,AK,Alaska,15.0,757.0,772.0,0.0,0.0,1,73,0
2020-03-22,AK,Alaska,25.0,943.0,968.0,0.0,0.0,10,186,0
2020-03-23,AK,Alaska,38.0,930.0,968.0,0.0,0.0,13,-13,0
2020-03-24,AK,Alaska,42.0,980.0,1022.0,0.0,0.0,4,50,0
2020-03-25,AK,Alaska,49.0,1642.0,1691.0,0.0,1.0,7,662,1
2020-03-26,AK,Alaska,63.0,1797.0,1860.0,0.0,1.0,14,155,0
2020-03-27,AK,Alaska,74.0,2314.0,2388.0,0.0,1.0,11,517,0
2020-03-28,AK,Alaska,91.0,2830.0,2921.0,0.0,2.0,17,516,1
2020-03-29,AK,Alaska,110.0,3224.0,3334.0,0.0,2.0,19,394,0
2020-03-30,AK,Alaska,118.0,3536.0,3654.0,0.0,3.0,8,312,1
2020-03-31,AK,Alaska,128.0,3585.0,3713.0,0.0,3.0,10,49,0
2020-04-01,AK,Alaska,141.0,4462.0,4603.0,0.0,3.0,13,877,0
2020-04-02,AK,Alaska,149.0,4873.0,5022.0,0.0,3.0,8,411,0
2020-04-03,AK,Alaska,160.0,5856.0,6016.0,0.0,3.0,11,983,0
2020-04-04,AK,Alaska,171.0,5869.0,6040.0,0.0,5.0,11,13,2
2020-04-05,AK,Alaska,185.0,6099.0,6284.0,0.0,6.0,14,230,1
2020-04-06,AK,Alaska,191.0,6692.0,6883.0,0.0,6.0,6,593,0
2020-04-07,AK,Alaska,213.0,6700.0,6913.0,0.0,6.0,22,8,0
2020-04-08,AK,Alaska,226.0,6842.0,7068.0,0.0,7.0,13,142,1
2020-04-09,AK,Alaska,235.0,6988.0,7223.0,0.0,7.0,9,146,0
2020-04-10,AK,Alaska,246.0,7186.0,7432.0,0.0,7.0,11,198,0
2020-04-11,AK,Alaska,257.0,7475.0,7732.0,0.0,8.0,11,289,1
2020-04-12,AK,Alaska,272.0,7766.0,8038.0,0.0,8.0,15,291,0
2020-04-13,AK,Alaska,277.0,7553.0,7830.0,0.0,8.0,5,-213,0
2020-04-14,AK,Alaska,285.0,8063.0,8348.0,0.0,9.0,8,510,1
2020-04-15,AK,Alaska,293.0,8371.0,8664.0,0.0,9.0,8,308,0
2020-04-16,AK,Alaska,300.0,8435.0,8735.0,0.0,9.0,7,64,0
2020-04-17,AK,Alaska,309.0,9141.0,9450.0,0.0,9.0,9,706,0
2020-04-18,AK,Alaska,314.0,9341.0,9655.0,39.0,9.0,5,200,0
2020-04-19,AK,Alaska,319.0,9576.0,9895.0,37.0,9.0,5,235,0
2020-04-20,AK,Alaska,321.0,9803.0,10124.0,46.0,9.0,2,227,0
2020-04-21,AK,Alaska,329.0,10790.0,11119.0,42.0,9.0,8,987,0
2020-04-22,AK,Alaska,335.0,11824.0,12159.0,39.0,9.0,6,1034,0
2020-04-23,AK,Alaska,337.0,11824.0,12161.0,42.0,9.0,2,0,0
2020-04-24,AK,Alaska,339.0,11942.0,12281.0,36.0,9.0,2,118,0
2020-04-25,AK,Alaska,339.0,15393.0,15732.0,32.0,9.0,0,3451,0
2020-04-26,AK,Alaska,341.0,15836.0,16177.0,14.0,9.0,2,443,0
2020-04-27,AK,Alaska,345.0,15911.0,16256.0,10.0,9.0,4,75,0
2020-04-28,AK,Alaska,351.0,16738.0,17089.0,16.0,9.0,6,827,0
2020-04-29,AK,Alaska,355.0,18764.0,19119.0,14.0,9.0,4,2026,0
2020-04-30,AK,Alaska,355.0,18764.0,19119.0,19.0,9.0,0,0,0
2020-05-01,AK,Alaska,364.0,19961.0,20325.0,25.0,9.0,9,1197,0
2020-05-02,AK,Alaska,365.0,21034.0,21399.0,10.0,9.0,1,1073,0
2020-05-03,AK,Alaska,368.0,21210.0,21578.0,12.0,9.0,3,176,0
2020-05-04,AK,Alaska,370.0,21353.0,21723.0,12.0,9.0,2,143,0
2020-05-05,AK,Alaska,371.0,22321.0,22692.0,13.0,9.0,1,968,0
2020-05-06,AK,Alaska,372.0,23283.0,23655.0,8.0,10.0,1,962,1
2020-05-07,AK,Alaska,374.0,23967.0,24341.0,12.0,10.0,2,684,0
2020-05-08,AK,Alaska,377.0,25096.0,25473.0,16.0,10.0,3,1129,0
2020-05-09,AK,Alaska,378.0,26071.0,26449.0,8.0,10.0,1,975,0
2020-05-10,AK,Alaska,379.0,26985.0,27364.0,8.0,10.0,1,914,0
2020-05-11,AK,Alaska,381.0,28299.0,28680.0,7.0,10.0,2,1314,0
2020-05-12,AK,Alaska,383.0,29578.0,29961.0,10.0,10.0,2,1279,0
2020-05-13,AK,Alaska,384.0,30265.0,30649.0,12.0,10.0,1,687,0
2020-05-14,AK,Alaska,389.0,31373.0,31762.0,12.0,10.0,5,1108,0
2020-05-15,AK,Alaska,390.0,32028.0,32418.0,8.0,10.0,1,655,0
2020-05-16,AK,Alaska,394.0,32887.0,33281.0,10.0,10.0,4,859,0
2020-05-17,AK,Alaska,398.0,34253.0,34651.0,13.0,10.0,4,1366,0
2020-05-18,AK,Alaska,401.0,35210.0,35611.0,9.0,10.0,3,957,0
2020-05-19,AK,Alaska,401.0,35979.0,36380.0,16.0,10.0,0,769,0
2020-05-20,AK,Alaska,404.0,36641.0,37045.0,16.0,10.0,3,662,0
2020-05-21,AK,Alaska,404.0,39141.0,39545.0,19.0,10.0,0,2500,0
2020-05-22,AK,Alaska,406.0,41040.0,41446.0,15.0,10.0,2,1899,0
2020-05-23,AK,Alaska,410.0,41941.0,42351.0,10.0,10.0,4,901,0
2020-05-24,AK,Alaska,410.0,43097.0,43507.0,10.0,10.0,0,1156,0
2020-05-25,AK,Alaska,411.0,44061.0,44472.0,10.0,10.0,1,964,0
2020-05-26,AK,Alaska,413.0,44551.0,44964.0,12.0,10.0,2,490,0
2020-05-27,AK,Alaska,414.0,45949.0,46363.0,14.0,10.0,1,1398,0
2020-05-28,AK,Alaska,427.0,47543.0,47970.0,10.0,10.0,13,1594,0
2020-05-29,AK,Alaska,432.0,49007.0,49439.0,14.0,10.0,5,1464,0
2020-05-30,AK,Alaska,435.0,51260.0,51695.0,14.0,10.0,3,2253,0
2020-05-31,AK,Alaska,463.0,51232.0,51695.0,14.0,10.0,28,-28,0
2020-06-01,AK,Alaska,470.0,53720.0,54190.0,10.0,10.0,7,2488,0
2020-06-02,AK,Alaska,490.0,55713.0,56203.0,10.0,10.0,20,1993,0
2020-06-03,AK,Alaska,508.0,57674.0,58182.0,11.0,10.0,18,1961,0
2020-06-04,AK,Alaska,518.0,59579.0,60097.0,13.0,10.0,10,1905,0
2020-06-05,AK,Alaska,529.0,60461.0,60990.0,8.0,10.0,11,882,0
2020-06-06,AK,Alaska,541.0,63360.0,63901.0,7.0,10.0,12,2899,0
2020-06-07,AK,Alaska,549.0,64355.0,64904.0,7.0,10.0,8,995,0
2020-06-08,AK,Alaska,567.0,65345.0,65912.0,7.0,10.0,18,990,0
2020-06-09,AK,Alaska,578.0,66312.0,66890.0,12.0,11.0,11,967,1
2020-06-10,AK,Alaska,598.0,67122.0,67720.0,22.0,11.0,20,810,0
2020-06-11,AK,Alaska,616.0,68395.0,69011.0,18.0,11.0,18,1273,0
2020-06-12,AK,Alaska,630.0,70250.0,70880.0,15.0,12.0,14,1855,1
2020-06-13,AK,Alaska,656.0,71147.0,71803.0,12.0,12.0,26,897,0
2020-06-14,AK,Alaska,665.0,72802.0,73467.0,11.0,12.0,9,1655,0
2020-06-15,AK,Alaska,668.0,73769.0,74437.0,21.0,12.0,3,967,0
2020-06-16,AK,Alaska,681.0,75534.0,76215.0,22.0,12.0,13,1765,0
2020-06-17,AK,Alaska,701.0,77008.0,77709.0,23.0,12.0,20,1474,0
2020-06-18,AK,Alaska,713.0,80472.0,81185.0,18.0,12.0,12,3464,0
2020-06-19,AK,Alaska,729.0,82902.0,83631.0,18.0,12.0,16,2430,0
2020-06-20,AK,Alaska,750.0,86168.0,86918.0,16.0,12.0,21,3266,0
2020-06-21,AK,Alaska,761.0,87290.0,88051.0,15.0,12.0,11,1122,0
2020-06-22,AK,Alaska,767.0,90057.0,90824.0,13.0,12.0,6,2767,0
2020-06-23,AK,Alaska,783.0,92164.0,92947.0,14.0,12.0,16,2107,0
2020-06-24,AK,Alaska,797.0,95299.0,96096.0,16.0,12.0,14,3135,0
2020-06-25,AK,Alaska,821.0,98631.0,99452.0,14.0,12.0,24,3332,0
2020-06-26,AK,Alaska,839.0,100953.0,101792.0,12.0,14.0,18,2322,2
2020-06-27,AK,Alaska,858.0,104723.0,105581.0,11.0,14.0,19,3770,0
2020-06-28,AK,Alaska,887.0,107413.0,108300.0,12.0,14.0,29,2690,0
2020-06-29,AK,Alaska,908.0,107801.0,108709.0,16.0,14.0,21,388,0
2020-06-30,AK,Alaska,944.0,111241.0,112185.0,18.0,14.0,36,3440,0
2020-07-01,AK,Alaska,982.0,113418.0,114400.0,20.0,14.0,38,2177,0
2020-07-02,AK,Alaska,1020.0,114889.0,115909.0,18.0,14.0,38,1471,0
2020-07-03,AK,Alaska,1065.0,119143.0,120208.0,25.0,15.0,45,4254,1
2020-07-04,AK,Alaska,1114.0,121618.0,122732.0,23.0,16.0,49,2475,1
2020-07-05,AK,Alaska,1141.0,122612.0,123753.0,19.0,16.0,27,994,0
2020-07-06,AK,Alaska,1168.0,122585.0,123753.0,19.0,16.0,27,-27,0
2020-07-07,AK,Alaska,1186.0,130234.0,131420.0,25.0,17.0,18,7649,1
2020-07-08,AK,Alaska,1226.0,132175.0,133401.0,30.0,17.0,40,1941,0
2020-07-09,AK,Alaska,1273.0,134471.0,135744.0,28.0,17.0,47,2296,0
2020-07-10,AK,Alaska,1323.0,140608.0,141931.0,30.0,17.0,50,6137,0
2020-07-11,AK,Alaska,1386.0,141990.0,143376.0,31.0,17.0,63,1382,0
2020-07-12,AK,Alaska,1478.0,143997.0,145475.0,27.0,17.0,92,2007,0
2020-07-13,AK,Alaska,1537.0,145053.0,146590.0,22.0,17.0,59,1056,0
2020-07-14,AK,Alaska,1580.0,147893.0,149473.0,25.0,17.0,43,2840,0
2020-07-15,AK,Alaska,1631.0,154462.0,156093.0,32.0,17.0,51,6569,0
2020-07-16,AK,Alaska,1695.0,161327.0,163022.0,32.0,17.0,64,6865,0
2020-07-17,AK,Alaska,1737.0,163677.0,165414.0,32.0,17.0,42,2350,0
2020-07-18,AK,Alaska,1799.0,166564.0,168363.0,26.0,18.0,62,2887,1
2020-07-19,AK,Alaska,1882.0,171128.0,173010.0,27.0,18.0,83,4564,0
2020-07-20,AK,Alaska,1955.0,173631.0,175586.0,29.0,18.0,73,2503,0
2020-07-21,AK,Alaska,2045.0,176581.0,178626.0,32.0,18.0,90,2950,0
2020-07-22,AK,Alaska,2139.0,183194.0,185333.0,34.0,19.0,94,6613,1
2020-07-23,AK,Alaska,2203.0,187306.0,189509.0,36.0,19.0,64,4112,0
2020-07-24,AK,Alaska,2260.0,198312.0,200572.0,37.0,19.0,57,11006,0
2020-07-25,AK,Alaska,2348.0,202718.0,205066.0,38.0,20.0,88,4406,1
2020-07-26,AK,Alaska,2533.0,204731.0,207264.0,43.0,20.0,185,2013,0
2020-07-27,AK,Alaska,2627.0,204637.0,207264.0,38.0,21.0,94,-94,1
2020-07-28,AK,Alaska,2735.0,211140.0,213875.0,44.0,22.0,108,6503,1
2020-07-29,AK,Alaska,2803.0,220861.0,223664.0,45.0,22.0,68,9721,0
2020-07-30,AK,Alaska,2887.0,222170.0,225057.0,45.0,23.0,84,1309,1
2020-07-31,AK,Alaska,2993.0,230113.0,233106.0,40.0,23.0,106,7943,0
2020-08-01,AK,Alaska,3137.0,235496.0,238633.0,37.0,24.0,144,5383,1
2020-08-02,AK,Alaska,3273.0,239817.0,243090.0,39.0,24.0,136,4321,0
2020-08-03,AK,Alaska,3331.0,242476.0,245807.0,38.0,25.0,58,2659,1
2020-08-04,AK,Alaska,3392.0,249257.0,252649.0,33.0,25.0,61,6781,0
2020-08-05,AK,Alaska,3447.0,253832.0,257279.0,38.0,25.0,55,4575,0
2020-08-06,AK,Alaska,3487.0,258085.0,261572.0,42.0,25.0,40,4253,0
2020-08-07,AK,Alaska,3542.0,265309.0,268851.0,37.0,25.0,55,7224,0
2020-08-08,AK,Alaska,3621.0,269972.0,273593.0,37.0,26.0,79,4663,1
2020-08-09,AK,Alaska,3718.0,274201.0,277919.0,40.0,26.0,97,4229,0
2020-08-10,AK,Alaska,3786.0,276557.0,280343.0,37.0,26.0,68,2356,0
2020-08-11,AK,Alaska,3835.0,286909.0,290744.0,39.0,26.0,49,10352,0
2020-08-12,AK,Alaska,3896.0,288686.0,292582.0,39.0,27.0,61,1777,1
2020-08-13,AK,Alaska,3978.0,290075.0,294053.0,46.0,27.0,82,1389,0
2020-08-14,AK,Alaska,4078.0,291851.0,295929.0,38.0,27.0,100,1776,0
2020-08-15,AK,Alaska,4162.0,292515.0,296677.0,36.0,28.0,84,664,1
2020-08-16,AK,Alaska,4263.0,297252.0,301515.0,42.0,28.0,101,4737,0
2020-08-17,AK,Alaska,4313.0,301335.0,305648.0,33.0,28.0,50,4083,0
2020-08-18,AK,Alaska,4379.0,305630.0,310009.0,47.0,29.0,66,4295,1
2020-08-19,AK,Alaska,4452.0,306397.0,310849.0,56.0,29.0,73,767,0
2020-08-20,AK,Alaska,4535.0,308112.0,312647.0,51.0,29.0,83,1715,0
2020-08-21,AK,Alaska,4604.0,316931.0,321535.0,46.0,30.0,69,8819,1
2020-08-22,AK,Alaska,4692.0,321595.0,326287.0,46.0,31.0,88,4664,1
2020-08-23,AK,Alaska,4758.0,322682.0,327440.0,48.0,32.0,66,1087,1
2020-08-24,AK,Alaska,4829.0,325674.0,330503.0,43.0,32.0,71,2992,0
2020-08-25,AK,Alaska,4862.0,328969.0,333831.0,46.0,36.0,33,3295,4
2020-08-26,AK,Alaska,4914.0,329890.0,334804.0,44.0,37.0,52,921,1
2020-08-27,AK,Alaska,4998.0,331222.0,336220.0,43.0,37.0,84,1332,0
2020-08-28,AK,Alaska,5114.0,334424.0,339538.0,37.0,37.0,116,3202,0
2020-08-29,AK,Alaska,5207.0,340488.0,345695.0,43.0,37.0,93,6064,0
2020-08-30,AK,Alaska,5250.0,341589.0,346839.0,41.0,37.0,43,1101,0
2020-08-31,AK,Alaska,5286.0,343344.0,348630.0,39.0,37.0,36,1755,0
2020-09-01,AK,Alaska,5321.0,368934.0,374255.0,41.0,39.0,35,25590,2
2020-09-02,AK,Alaska,5387.0,371497.0,376884.0,46.0,39.0,66,2563,0
2020-09-03,AK,Alaska,5475.0,372461.0,377936.0,43.0,40.0,88,964,1
2020-09-04,AK,Alaska,5594.0,376343.0,381937.0,43.0,40.0,119,3882,0
2020-09-05,AK,Alaska,5681.0,379321.0,385002.0,36.0,42.0,87,2978,2
2020-09-06,AK,Alaska,5776.0,381281.0,387057.0,41.0,42.0,95,1960,0
2020-09-07,AK,Alaska,5810.0,382811.0,388621.0,36.0,42.0,34,1530,0
2020-09-08,AK,Alaska,5843.0,385813.0,391656.0,41.0,42.0,33,3002,0
2020-09-09,AK,Alaska,5908.0,386029.0,391937.0,40.0,42.0,65,216,0
2020-09-10,AK,Alaska,6022.0,387055.0,393077.0,42.0,42.0,114,1026,0
2020-09-11,AK,Alaska,6111.0,388475.0,394586.0,44.0,43.0,89,1420,1
2020-09-12,AK,Alaska,6214.0,393415.0,399629.0,32.0,44.0,103,4940,1
2020-09-13,AK,Alaska,6275.0,394938.0,401213.0,35.0,44.0,61,1523,0
2020-09-14,AK,Alaska,6350.0,397063.0,403413.0,37.0,44.0,75,2125,0
2020-09-15,AK,Alaska,6393.0,400731.0,407124.0,44.0,44.0,43,3668,0
2020-09-16,AK,Alaska,6443.0,402121.0,408564.0,45.0,44.0,50,1390,0
2020-09-17,AK,Alaska,6551.0,409312.0,415863.0,41.0,44.0,108,7191,0
2020-09-18,AK,Alaska,6658.0,411635.0,418293.0,36.0,45.0,107,2323,1
2020-09-19,AK,Alaska,6752.0,416098.0,422850.0,41.0,45.0,94,4463,0
2020-09-20,AK,Alaska,6860.0,420065.0,426925.0,43.0,45.0,108,3967,0
2020-09-21,AK,Alaska,6930.0,421715.0,428645.0,47.0,45.0,70,1650,0
2020-09-22,AK,Alaska,6987.0,424204.0,431191.0,43.0,45.0,57,2489,0
2020-09-23,AK,Alaska,7063.0,426135.0,433198.0,43.0,45.0,76,1931,0
2020-09-24,AK,Alaska,7194.0,426004.0,433198.0,43.0,45.0,131,-131,0
2020-09-25,AK,Alaska,7320.0,434012.0,441332.0,43.0,51.0,126,8008,6
2020-09-26,AK,Alaska,7439.0,435430.0,442869.0,43.0,52.0,119,1418,1
2020-09-27,AK,Alaska,7549.0,435320.0,442869.0,43.0,56.0,110,-110,4
2020-09-28,AK,Alaska,7663.0,437128.0,444791.0,43.0,56.0,114,1808,0
2020-09-29,AK,Alaska,7785.0,443271.0,451056.0,49.0,56.0,122,6143,0
2020-09-30,AK,Alaska,7889.0,449318.0,457207.0,53.0,56.0,104,6047,0
2020-10-01,AK,Alaska,8026.0,454297.0,462323.0,42.0,57.0,137,4979,1
2020-10-02,AK,Alaska,8167.0,461123.0,469290.0,41.0,57.0,141,6826,0
2020-10-03,AK,Alaska,8306.0,464950.0,473256.0,39.0,58.0,139,3827,1
2020-10-04,AK,Alaska,8447.0,468371.0,476818.0,51.0,58.0,141,3421,0
2020-10-05,AK,Alaska,8643.0,470731.0,479374.0,45.0,58.0,196,2360,0
2020-10-06,AK,Alaska,8790.0,470584.0,479374.0,45.0,58.0,147,-147,0
2020-10-07,AK,Alaska,8911.0,481163.0,490074.0,46.0,59.0,121,10579,1
2020-10-08,AK,Alaska,9045.0,482126.0,491171.0,46.0,60.0,134,963,1
2020-10-09,AK,Alaska,9232.0,483838.0,493070.0,51.0,60.0,187,1712,0
2020-10-10,AK,Alaska,9462.0,489791.0,499253.0,66.0,60.0,230,5953,0
2020-10-11,AK,Alaska,9712.0,493285.0,502997.0,57.0,60.0,250,3494,0
2020-10-12,AK,Alaska,9903.0,496024.0,505927.0,52.0,60.0,191,2739,0
2020-10-13,AK,Alaska,10059.0,504730.0,514789.0,59.0,60.0,156,8706,0
2020-10-14,AK,Alaska,10214.0,506963.0,517177.0,56.0,64.0,155,2233,4
2020-10-15,AK,Alaska,10380.0,509081.0,519461.0,60.0,65.0,166,2118,1
2020-10-16,AK,Alaska,10601.0,512063.0,522664.0,59.0,66.0,221,2982,1
2020-10-17,AK,Alaska,10811.0,519689.0,530500.0,68.0,67.0,210,7626,1
2020-10-18,AK,Alaska,11021.0,521690.0,532711.0,73.0,67.0,210,2001,0
2020-10-19,AK,Alaska,11225.0,524998.0,536223.0,65.0,67.0,204,3308,0
2020-10-20,AK,Alaska,11456.0,535069.0,546525.0,38.0,67.0,231,10071,0
2020-10-21,AK,Alaska,11680.0,535460.0,547140.0,41.0,68.0,224,391,1
2020-10-22,AK,Alaska,11919.0,536790.0,548709.0,41.0,68.0,239,1330,0
2020-10-23,AK,Alaska,12167.0,540579.0,552746.0,59.0,68.0,248,3789,0
2020-10-24,AK,Alaska,12523.0,540223.0,552746.0,58.0,68.0,356,-356,0
2020-10-25,AK,Alaska,13041.0,546928.0,559969.0,58.0,68.0,518,6705,0
2020-10-26,AK,Alaska,13391.0,557453.0,570844.0,50.0,68.0,350,10525,0
2020-10-27,AK,Alaska,13779.0,563650.0,577429.0,81.0,70.0,388,6197,2
2020-10-28,AK,Alaska,14131.0,566468.0,580599.0,80.0,71.0,352,2818,1
2020-10-29,AK,Alaska,14481.0,569787.0,584268.0,89.0,77.0,350,3319,6
2020-10-30,AK,Alaska,14858.0,571465.0,586323.0,90.0,81.0,377,1678,4
2020-10-31,AK,Alaska,15312.0,588895.0,604207.0,94.0,82.0,454,17430,1
2020-11-01,AK,Alaska,15663.0,588544.0,604207.0,98.0,83.0,351,-351,1
2020-11-02,AK,Alaska,16007.0,604163.0,620170.0,97.0,84.0,344,15619,1
2020-11-03,AK,Alaska,16390.0,608365.0,624755.0,97.0,84.0,383,4202,0
2020-11-04,AK,Alaska,16798.0,610960.0,627758.0,95.0,84.0,408,2595,0
2020-11-05,AK,Alaska,17111.0,764715.0,781826.0,104.0,84.0,313,153755,0
2020-11-06,AK,Alaska,17618.0,763683.0,781301.0,106.0,84.0,507,-1032,0
2020-11-07,AK,Alaska,18221.0,762473.0,780694.0,105.0,84.0,603,-1210,0
2020-11-08,AK,Alaska,18732.0,761442.0,780174.0,119.0,84.0,511,-1031,0
2020-11-09,AK,Alaska,19196.0,748801.0,767997.0,119.0,84.0,464,-12641,0
2020-11-10,AK,Alaska,19734.0,808406.0,828140.0,120.0,92.0,538,59605,8
2020-11-11,AK,Alaska,20221.0,814369.0,834590.0,117.0,96.0,487,5963,4
2020-11-12,AK,Alaska,20702.0,823964.0,844666.0,113.0,96.0,481,9595,0
2020-11-13,AK,Alaska,21286.0,823380.0,844666.0,113.0,96.0,584,-584,0
2020-11-14,AK,Alaska,22020.0,840244.0,862264.0,125.0,98.0,734,16864,2
2020-11-15,AK,Alaska,22662.0,844720.0,867382.0,141.0,98.0,642,4476,0
2020-11-16,AK,Alaska,23240.0,849107.0,872347.0,143.0,98.0,578,4387,0
2020-11-17,AK,Alaska,23874.0,854748.0,878622.0,136.0,100.0,634,5641,2
2020-11-18,AK,Alaska,24419.0,861139.0,885558.0,147.0,100.0,545,6391,0
2020-11-19,AK,Alaska,24909.0,873890.0,898799.0,139.0,101.0,490,12751,1
2020-11-20,AK,Alaska,25369.0,879343.0,904712.0,127.0,101.0,460,5453,0
2020-11-21,AK,Alaska,26044.0,892701.0,918745.0,129.0,102.0,675,13358,1
2020-11-22,AK,Alaska,26587.0,899774.0,926361.0,133.0,103.0,543,7073,1
2020-11-23,AK,Alaska,27085.0,905931.0,933016.0,146.0,103.0,498,6157,0
2020-11-24,AK,Alaska,27669.0,915732.0,943401.0,144.0,116.0,584,9801,13
2020-11-25,AK,Alaska,28339.0,925937.0,954276.0,145.0,116.0,670,10205,0
2020-11-26,AK,Alaska,28892.0,940681.0,969573.0,145.0,119.0,553,14744,3
2020-11-27,AK,Alaska,29554.0,961219.0,990773.0,159.0,119.0,662,20538,0
2020-11-28,AK,Alaska,30204.0,968850.0,999054.0,155.0,121.0,650,7631,2
2020-11-29,AK,Alaska,30816.0,975364.0,1006180.0,159.0,121.0,612,6514,0
2020-11-30,AK,Alaska,31323.0,980073.0,1011396.0,162.0,121.0,507,4709,0
2020-12-01,AK,Alaska,31834.0,986794.0,1018628.0,155.0,122.0,511,6721,1
2020-12-02,AK,Alaska,32531.0,992112.0,1024643.0,164.0,122.0,697,5318,0
2020-12-03,AK,Alaska,33291.0,1007214.0,1040505.0,157.0,130.0,760,15102,8
2020-12-04,AK,Alaska,34041.0,1016328.0,1050369.0,151.0,142.0,750,9114,12
2020-12-05,AK,Alaska,34963.0,1032268.0,1067231.0,166.0,143.0,922,15940,1
2020-12-06,AK,Alaska,35720.0,1042056.0,1077776.0,164.0,143.0,757,9788,0
2020-03-07,AL,Alabama,0.0,0.0,0.0,0.0,0.0,0,0,0
2020-03-08,AL,Alabama,0.0,0.0,0.0,0.0,0.0,0,0,0
2020-03-09,AL,Alabama,0.0,0.0,0.0,0.0,0.0,0,0,0
2020-03-10,AL,Alabama,0.0,0.0,0.0,0.0,0.0,0,0,0
2020-03-11,AL,Alabama,0.0,10.0,10.0,0.0,0.0,0,10,0
2020-03-12,AL,Alabama,0.0,10.0,10.0,0.0,0.0,0,0,0
2020-03-13,AL,Alabama,1.0,11.0,12.0,0.0,0.0,1,1,0
2020-03-14,AL,Alabama,6.0,22.0,28.0,0.0,0.0,5,11,0
2020-03-15,AL,Alabama,12.0,28.0,40.0,0.0,0.0,6,6,0
2020-03-16,AL,Alabama,28.0,28.0,56.0,0.0,0.0,16,0,0
2020-03-17,AL,Alabama,36.0,28.0,64.0,0.0,0.0,8,0,0
2020-03-18,AL,Alabama,46.0,28.0,74.0,0.0,0.0,10,0,0
2020-03-19,AL,Alabama,68.0,28.0,96.0,0.0,0.0,22,0,0
2020-03-20,AL,Alabama,81.0,28.0,109.0,0.0,0.0,13,0,0
2020-03-21,AL,Alabama,124.0,28.0,152.0,0.0,0.0,43,0,0
2020-03-22,AL,Alabama,138.0,1464.0,1602.0,0.0,0.0,14,1436,0
2020-03-23,AL,Alabama,167.0,1665.0,1832.0,0.0,0.0,29,201,0
2020-03-24,AL,Alabama,215.0,2106.0,2321.0,74.0,0.0,48,441,0
2020-03-25,AL,Alabama,283.0,2529.0,2812.0,91.0,0.0,68,423,0
2020-03-26,AL,Alabama,506.0,3593.0,4099.0,106.0,1.0,223,1064,1
2020-03-27,AL,Alabama,587.0,4184.0,4771.0,112.0,3.0,81,591,2
2020-03-28,AL,Alabama,696.0,4184.0,4880.0,134.0,3.0,109,0,0
2020-03-29,AL,Alabama,806.0,4184.0,4990.0,158.0,4.0,110,0,1
2020-03-30,AL,Alabama,859.0,5694.0,6553.0,156.0,6.0,53,1510,2
2020-03-31,AL,Alabama,981.0,6298.0,7279.0,172.0,13.0,122,604,7
2020-04-01,AL,Alabama,1077.0,6697.0,7774.0,258.0,26.0,96,399,13
2020-04-02,AL,Alabama,1233.0,7503.0,8736.0,226.0,32.0,156,806,6
2020-04-03,AL,Alabama,1432.0,8187.0,9619.0,238.0,35.0,199,684,3
2020-04-04,AL,Alabama,1580.0,9273.0,10853.0,238.0,43.0,148,1086,8
2020-04-05,AL,Alabama,1796.0,11282.0,13078.0,282.0,45.0,216,2009,2
2020-04-06,AL,Alabama,1968.0,12797.0,14765.0,297.0,50.0,172,1515,5
2020-04-07,AL,Alabama,2119.0,12797.0,14916.0,302.0,56.0,151,0,6
2020-04-08,AL,Alabama,2369.0,16753.0,19122.0,308.0,66.0,250,3956,10
2020-04-09,AL,Alabama,2769.0,18058.0,20827.0,324.0,74.0,400,1305,8
2020-04-10,AL,Alabama,2968.0,18058.0,21026.0,350.0,80.0,199,0,6
2020-04-11,AL,Alabama,3191.0,18058.0,21249.0,343.0,91.0,223,0,11
2020-04-12,AL,Alabama,3525.0,18058.0,21583.0,290.0,93.0,334,0,2
2020-04-13,AL,Alabama,3734.0,25448.0,29182.0,380.0,99.0,209,7390,6
2020-04-14,AL,Alabama,3876.0,29241.0,33117.0,380.0,110.0,142,3793,11
2020-04-15,AL,Alabama,4113.0,29964.0,34077.0,402.0,121.0,237,723,11
